Country Name,Active Personnel,Aircraft Carriers,Airports,Armored Vehicles,Attack Aircraft,Attack Helicopters,Available Manpower,Coastline (km),Corvettes,Defense Budget (USD),Destroyers,External Debt (USD),Fighter Aircraft,Fit for Service,Foreign Exchange Reserves (USD),Frigates,Helicopter Carriers,Helicopters,Labor Force,Land Area (sq km),Merchant Marine Fleet,Mine Warfare,Natural Gas Production,Oil Consumption (bbl/day),Oil Production (bbl/day),Ports,Proven Oil Reserves (bbl),Purchasing Power Parity (USD),Railway Coverage (km),Reserve Personnel,Roadway Coverage (km),Rocket Projectors,Self-Propelled Artillery,Shared Borders (km),Special Mission Aircraft,Submarines,Tanker Aircraft,Tanks,Total Aircraft,Total Naval Assets,Total Population,Towed Artillery,Trainer Aircraft,Transport Aircraft,Waterways (km),Power Index Score,Aircraft Carriers_per_capita,Attack Aircraft_per_capita,Attack Helicopters_per_capita,Fighter Aircraft_per_capita,Helicopter Carriers_per_capita,Helicopters_per_capita,Special Mission Aircraft_per_capita,Tanker Aircraft_per_capita,Tanks_per_capita,Total Aircraft_per_capita,Trainer Aircraft_per_capita,Transport Aircraft_per_capita,Equipment_Total,Personnel_Total,Military_Spending_per_Capita,Region,ISO Code,Latitude,Longitude,Power Tier
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Chad,3325002.0,,42.0,40.0,40,3,6873694360.0,,,381350000.0,,2038000000.0,40,3856906202.0,211591000.0,,,40,5806000.0,1284000.0,0.0,,0.0,15000.0,124000.0,0.0,1500000000.0,32446000000.0,0.0,0.0,40000.0,40.0,10,6406.0,2,,0,40,40,,19093595.0,10,40,40,12400.0,0.5909900782240183,,2.094943246939969e-06,1.5712074352049768e-07,2.094943246939969e-06,,2.094943246939969e-06,1.0474716234699845e-07,0.0,2.094943246939969e-06,2.094943246939969e-06,2.094943246939969e-06,2.094943246939969e-06,285.0,3325002.0,19.97266518051393,Other,OTH,0.0,0.0,Developing
Burkina Faso,1200001.0,,49.0,25.0,25,5,8525614370.0,,,81280000.0,,3145000000.0,25,6060098263.0,47138000.0,,,25,8577000.0,274200.0,0.0,,0.0,36000.0,0.0,0.0,0.0,57152000000.0,622.0,0.0,15304.0,25.0,0,3611.0,2,,0,25,25,,23042199.0,8,25,25,0.0,0.2663932991701486,,1.0849658452751907e-06,2.1699316905503818e-07,1.0849658452751907e-06,,1.0849658452751907e-06,8.679726762201528e-08,0.0,1.0849658452751907e-06,1.0849658452751907e-06,1.0849658452751907e-06,1.0849658452751907e-06,182.0,1200001.0,3.5274409561587,Other,OTH,0.0,0.0,Developing
Senegal,1700001.0,0.0,19.0,40.0,40,5,7162057380.0,531.0,0.0,465150000.0,0.0,11326000000.0,40,4089912217.0,889295000.0,0.0,0.0,40,5257000.0,196722.0,36.0,0.0,54646000.0,55000.0,9000.0,6.0,0.0,77382000000.0,906.0,0.0,16665.0,40.0,0,2684.0,1,0.0,0,40,40,4.0,18847519.0,20,40,40,1000.0,0.2533742087600589,0.0,2.1222951348506328e-06,2.652868918563291e-07,2.1222951348506328e-06,0.0,2.1222951348506328e-06,5.305737837126582e-08,0.0,2.1222951348506328e-06,2.1222951348506328e-06,2.1222951348506328e-06,2.1222951348506328e-06,286.0,1700001.0,24.67963954939429,Other,OTH,0.0,0.0,Developing
Mali,4000002.0,,30.0,43.0,43,8,6817088310.0,,,650386000.0,,4057500000.0,43,4288168195.0,647800000.0,,,43,8277000.0,1240192.0,0.0,,0.0,46000.0,0.0,0.0,0.0,57235000000.0,593.0,0.0,139107.0,43.0,0,7908.0,1,,0,43,43,,21990607.0,10,43,43,1800.0,0.5723997814458832,,1.955380224139324e-06,3.63791669607316e-07,1.955380224139324e-06,,1.955380224139324e-06,4.54739587009145e-08,0.0,1.955380224139324e-06,1.955380224139324e-06,1.955380224139324e-06,1.955380224139324e-06,310.0,4000002.0,29.57562610365298,Other,OTH,0.0,0.0,Developing
Paraguay,1565002.0,,83.0,39.0,39,0,3535598470.0,,,17595000000.0,,14370000000.0,39,3001497399.0,9886000000.0,,,39,3469000.0,406752.0,108.0,,0.0,57000.0,2000.0,1.0,0.0,108022000000.0,30.0,16850022.0,78811.0,39.0,0,4655.0,1,,0,39,39,,7522549.0,25,39,39,3100.0,0.3947878330624573,,5.184412200650045e-06,0.0,5.184412200650045e-06,,5.184412200650045e-06,1.3293364617051398e-07,0.0,5.184412200650045e-06,5.184412200650045e-06,5.184412200650045e-06,5.184412200650045e-06,274.0,18415024.0,2338.9675043701936,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Mozambique,1120000.0,0.0,92.0,22.0,22,2,14674420440.0,2470.0,0.0,412400000.0,0.0,12100000000.0,22,7770772233.0,3515000000.0,0.0,0.0,22,15191000.0,799380.0,36.0,0.0,5388000000.0,40000.0,0.0,11.0,0.0,50631000000.0,4787.0,0.0,31083.0,22.0,0,4783.0,1,0.0,0,22,22,33.0,33350954.0,52,22,22,460.0,0.4804078908673793,0.0,6.596512753532845e-07,5.99682977593895e-08,6.596512753532845e-07,0.0,6.596512753532845e-07,2.998414887969475e-08,0.0,6.596512753532845e-07,6.596512753532845e-07,6.596512753532845e-07,6.596512753532845e-07,157.0,1120000.0,12.365462997986114,Other,OTH,0.0,0.0,Developing
Niger,2500001.0,,26.0,26.0,26,1,7902835300.0,,,336400000.0,,3844000000.0,26,5294900201.0,1442772000.0,,,26,10237000.0,1267000.0,0.0,,29509000.0,13000.0,6000.0,0.0,150000000.0,44561000000.0,0.0,0.0,18949.0,26.0,0,5834.0,2,,0,26,26,,26342784.0,0,26,26,300.0,0.4279410705770646,,9.869875185938009e-07,3.796105840745388e-08,9.869875185938009e-07,,9.869875185938009e-07,7.592211681490776e-08,0.0,9.869875185938009e-07,9.869875185938009e-07,9.869875185938009e-07,9.869875185938009e-07,185.0,2500001.0,12.770100048267484,Other,OTH,0.0,0.0,Developing
North Macedonia,900004.0,,13.0,20.0,20,4,948216444.0,,,388421700.0,,11000000000.0,20,783773367.0,5015000000.0,,,20,801000.0,25713.0,0.0,,0.0,22000.0,0.0,0.0,0.0,42444000000.0,699.0,6000028.0,14182.0,20.0,0,838.0,0,,0,20,20,,2135622.0,150,20,20,0.0,0.0986650081022236,,9.364948776071433e-06,1.8729897552142863e-06,9.364948776071433e-06,,9.364948776071433e-06,0.0,0.0,9.364948776071433e-06,9.364948776071433e-06,9.364948776071433e-06,9.364948776071433e-06,144.0,6900032.0,181.8774662007293,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Guatemala,10611406.0,0.0,58.0,36.0,36,0,7484639410.0,400.0,0.0,408635000.0,0.0,27500000000.0,36,6279794344.0,21311000000.0,0.0,0.0,36,7258000.0,108889.0,9.0,0.0,3276000.0,115000.0,6000.0,3.0,86110000.0,223183000000.0,800.0,9000005.0,17440.0,36.0,0,1667.0,0,0.0,0,36,36,25.0,18255216.0,50,36,36,990.0,0.2941188285474451,0.0,1.972039006712437e-06,0.0,1.972039006712437e-06,0.0,1.972039006712437e-06,0.0,0.0,1.972039006712437e-06,1.972039006712437e-06,1.972039006712437e-06,1.972039006712437e-06,252.0,19611411.0,22.384559986331578,Other,OTH,0.0,0.0,Developing
Honduras,5222505.0,0.0,129.0,40.0,40,0,4192843440.0,832.0,0.0,413635000.0,0.0,8805500000.0,40,3144632330.0,7543000000.0,0.0,0.0,40,4676000.0,112090.0,489.0,0.0,0.0,67000.0,20.0,8.0,0.0,68854000000.0,699.0,6000006.0,14742.0,40.0,0,1575.0,1,0.0,0,40,40,98.0,9529188.0,32,40,40,465.0,0.3778778616652233,0.0,4.197628990253001e-06,0.0,4.197628990253001e-06,0.0,4.197628990253001e-06,1.0494072475632501e-07,0.0,4.197628990253001e-06,4.197628990253001e-06,4.197628990253001e-06,4.197628990253001e-06,281.0,11222511.0,43.407156684582496,Other,OTH,0.0,0.0,Developing
Madagascar,1350000.0,0.0,91.0,5.0,5,0,11192031380.0,4828.0,0.0,112210000.0,0.0,3028500000.0,5,7952233270.0,2632000000.0,0.0,0.0,5,15830000.0,587040.0,29.0,0.0,0.0,19000.0,0.0,13.0,0.0,51255000000.0,836.0,0.0,31640.0,5.0,0,,0,0.0,0,5,5,6.0,29452714.0,9,5,5,600.0,0.1885934581310895,0.0,1.697636363914159e-07,0.0,1.697636363914159e-07,0.0,1.697636363914159e-07,0.0,0.0,1.697636363914159e-07,1.697636363914159e-07,1.697636363914159e-07,1.697636363914159e-07,35.0,1350000.0,3.809835527896155,Other,OTH,0.0,0.0,Developing
Dominican Republic,5000005.0,0.0,32.0,79.0,79,0,4975294460.0,1288.0,0.0,810800000.0,0.0,27500000000.0,79,4034315373.0,15547000000.0,0.0,0.0,79,5302000.0,48320.0,40.0,0.0,0.0,134000.0,0.0,17.0,0.0,261616000000.0,496.0,0.0,19705.0,79.0,0,376.0,1,0.0,0,79,79,34.0,10815857.0,11,79,79,0.0,0.2355181670132888,0.0,7.304089976033339e-06,0.0,7.304089976033339e-06,0.0,7.304089976033339e-06,9.245683513966253e-08,0.0,7.304089976033339e-06,7.304089976033339e-06,7.304089976033339e-06,7.304089976033339e-06,554.0,5000005.0,74.96400193123837,Other,OTH,0.0,0.0,Developing
Tajikistan,950001.0,,19.0,25.0,25,6,4781269460.0,,,446000000.0,,7150000000.0,25,3773045363.0,2748900000.0,,,25,2677000.0,144100.0,0.0,,18476000.0,28000.0,300.0,0.0,12000000.0,46467000000.0,680.0,60000058.0,30000.0,25.0,3,4130.0,0,,0,25,25,,10394063.0,13,25,25,200.0,0.3268485866621248,,2.4052189788325337e-06,5.772525549198081e-07,2.4052189788325337e-06,,2.4052189788325337e-06,0.0,0.0,2.4052189788325337e-06,2.4052189788325337e-06,2.4052189788325337e-06,2.4052189788325337e-06,181.0,60950059.0,42.9091065823724,Other,OTH,0.0,0.0,Developing
Kyrgyzstan,2300004.0,,28.0,7.0,7,2,3147772510.0,,,221800000.0,,6728500000.0,7,2487357403.0,3237000000.0,,,7,3069000.0,199951.0,0.0,,31026000.0,31000.0,6000.0,0.0,40000000.0,45461000000.0,424.0,30000049.0,34000.0,7.0,30,4573.0,0,,0,7,7,,6172101.0,169,7,7,576.0,0.3268311285603635,,1.1341355019732337e-06,3.2403871484949535e-07,1.1341355019732337e-06,,1.1341355019732337e-06,0.0,0.0,1.1341355019732337e-06,1.1341355019732337e-06,1.1341355019732337e-06,1.1341355019732337e-06,51.0,32300053.0,35.935893476809035,Other,OTH,0.0,0.0,Developing
El Salvador,2500004.0,0.0,27.0,52.0,52,0,3181777480.0,307.0,0.0,334620000.0,0.0,14258000000.0,52,2512278379.0,3799434000.0,0.0,0.0,52,2870000.0,21041.0,5.0,0.0,0.0,58000.0,3.0,3.0,0.0,71957000000.0,13.0,1000002.0,9012.0,52.0,0,590.0,0,0.0,0,52,52,14.0,6628702.0,76,52,52,422.0,0.1397218166898934,0.0,7.8446718762328e-06,0.0,7.8446718762328e-06,0.0,7.8446718762328e-06,0.0,0.0,7.8446718762328e-06,7.8446718762328e-06,7.8446718762328e-06,7.8446718762328e-06,364.0,3500006.0,50.48046352355808,Other,OTH,0.0,0.0,Developing
Mongolia,3500011.0,,35.0,7.0,7,0,1870555570.0,,,165110000.0,,19542500000.0,7,1552233473.0,4782000000.0,,,7,1403000.0,1564116.0,318.0,,0.0,36000.0,15000.0,0.0,0.0,56264000000.0,1815.0,13500041.0,113200.0,7.0,0,8082.0,0,,0,7,7,,3281676.0,500,7,7,580.0,0.6204749821697247,,2.1330557516781817e-06,0.0,2.1330557516781817e-06,,2.1330557516781817e-06,0.0,0.0,2.1330557516781817e-06,2.1330557516781817e-06,2.1330557516781817e-06,2.1330557516781817e-06,49.0,17000052.0,50.31269073708351,Other,OTH,0.0,0.0,Developing
Nicaragua,4500007.0,0.0,39.0,17.0,17,0,3271705490.0,910.0,0.0,92000000.0,0.0,9053000000.0,17,2777610416.0,5447000000.0,0.0,0.0,17,3264000.0,130370.0,5.0,0.0,0.0,36000.0,200.0,5.0,0.0,51088000000.0,0.0,0.0,23897.0,17.0,0,1253.0,0,0.0,0,17,17,23.0,6676948.0,0,17,17,2220.0,0.1890438877072145,0.0,2.546073064209417e-06,0.0,2.546073064209417e-06,0.0,2.546073064209417e-06,0.0,0.0,2.546073064209417e-06,2.546073064209417e-06,2.546073064209417e-06,2.546073064209417e-06,119.0,4500007.0,13.778748347486257,Other,OTH,0.0,0.0,Developing
Namibia,1300005.0,0.0,255.0,34.0,34,2,616805220.0,1572.0,2.0,370500000.0,0.0,8800000000.0,34,400923143.0,2956000000.0,0.0,0.0,34,989000.0,824292.0,15.0,0.0,0.0,25000.0,0.0,2.0,0.0,29944000000.0,2628.0,0.0,48875.0,34.0,0,4220.0,0,0.0,0,34,34,15.0,2803660.0,25,34,34,0.0,0.365561147877835,0.0,1.2127001088933362e-05,7.133530052313743e-07,1.2127001088933362e-05,0.0,1.2127001088933362e-05,0.0,0.0,1.2127001088933362e-05,1.2127001088933362e-05,1.2127001088933362e-05,1.2127001088933362e-05,240.0,1300005.0,132.14864421911207,Other,OTH,0.0,0.0,Developing
Botswana,2100009.0,,122.0,45.0,45,0,1029281420.0,,,465600000.0,,1853500000.0,45,617568252.0,4756000000.0,,,45,1170000.0,581730.0,0.0,,0.0,21000.0,0.0,0.0,0.0,46742000000.0,888.0,0.0,31747.0,45.0,12,4347.0,0,,0,45,45,,2450668.0,36,45,45,0.0,0.2990195987378223,,1.8362332897669982e-05,0.0,1.8362332897669982e-05,,1.8362332897669982e-05,0.0,0.0,1.8362332897669982e-05,1.8362332897669982e-05,1.8362332897669982e-05,1.8362332897669982e-05,315.0,2100009.0,189.9889377145588,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
Afghanistan,0.0,,67.0,9.0,9,1,15647405390.0,,,290000000.0,,1142500000.0,9,8826741220.0,8852092000.0,,,9,8921000.0,652230.0,0.0,,80200000.0,2700.0,0.0,0.0,0.0,54772700000.0,0.0,0.0,34903.0,9.0,0,5987.0,0,,0,9,9,,40121552.0,0,9,9,1200.0,0.4104113893349213,,2.2431833583311197e-07,2.4924259537012442e-08,2.2431833583311197e-07,,2.2431833583311197e-07,0.0,0.0,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,2.2431833583311197e-07,64.0,0.0,7.228035265733607,Other,OTH,0.0,0.0,Developing
